종류,법정동,지번주소,위도,경도
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48924637,126.5288849
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48770523,126.5241089
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.4889946,126.5284958
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.4879303,126.5241089
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.4887886,126.528183
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.4881897,126.5241089
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48858261,126.5278854
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48854828,126.5241089
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48860931,126.5277863
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48875427,126.5241241
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48846817,126.5277023
가로등,도남동,제주특별자치도 제주시 도남동 733-1,33.48851013,126.5230026
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48830795,126.5274582
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48793793,126.5232391
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48814774,126.5272064
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48829651,126.5232315
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48795319,126.5269241
가로등,도남동,제주특별자치도 제주시 도남동 734-1,33.48851013,126.5234451
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48777771,126.5265656
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48787308,126.5236816
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48776627,126.526413
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48828888,126.523674
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48766327,126.5262833
가로등,도남동,제주특별자치도 제주시 도남동 735-1,33.48852158,126.5238419
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48754501,126.5258713
가로등,도남동,제주특별자치도 제주시 도남동 738-2,33.48809814,126.5238571
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48749542,126.5255661
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48810959,126.523407
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48745728,126.5252228
가로등,도남동,제주특별자치도 제주시 도남동 1067,33.48812485,126.5229645
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48745728,126.5248184
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48751831,126.5240936
가로등,도남동,제주특별자치도 제주시 도남동 579,33.4873085,126.5241318
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48732376,126.5244446
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48732758,126.5248413
가로등,도남동,제주특별자치도 제주시 도남동 642-5,33.48731995,126.5252457
가로등,도남동,제주특별자치도 제주시 도남동 642-6,33.48734665,126.5256119
가로등,도남동,제주특별자치도 제주시 도남동 645-2,33.48742294,126.5259323
가로등,도남동,제주특별자치도 제주시 도남동 652,33.4875145,126.526329
가로등,도남동,제주특별자치도 제주시 도남동 659-7,33.48766327,126.5266495
가로등,도남동,제주특별자치도 제주시 도남동 659-8,33.48782349,126.5269852
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48804092,126.5273209
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48822021,126.5275726
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48835754,126.5277939
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48848343,126.5279617
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48868942,126.5282822
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48889542,126.528595
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.489151,126.5289688
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48933411,126.5292282
가로등,도남동,제주특별자치도 제주시 도남동 96-1,33.48937225,126.5293655
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48745728,126.5245667
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48766327,126.5244827
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48794556,126.5244827
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.4882431,126.5244827
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48851013,126.5244827
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48883438,126.5244904
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48905945,126.5255203
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48904037,126.5251617
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48905182,126.5248184
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48905182,126.5245285
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48916626,126.5244827
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48815536,126.5245972
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48785782,126.5259781
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48776627,126.5255127
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48773193,126.5250702
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48825836,126.5258102
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48817825,126.5253601
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48816299,126.5250168
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48861694,126.5254059
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48859406,126.5250092
가로등,도남동,제주특별자치도 제주시 도남동 763-2,33.48875046,126.5246811
가로등,도남동,제주특별자치도 제주시 도남동 763-3,33.48847961,126.5246964
가로등,도남동,제주특별자치도 제주시 도남동 765-1,33.48807907,126.5246887
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.4876709,126.524704
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48976898,126.5283051
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48959351,126.5289383
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48954391,126.5279694
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48971176,126.5286102
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48933029,126.5276489
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48945618,126.5286636
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48917389,126.5273972
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48920441,126.5282974
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48921204,126.5271683
가로등,도남동,제주특별자치도 제주시 도남동 1076,33.48892593,126.5278625
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48936081,126.5268631
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48890686,126.5274811
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.4893837,126.5265579
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48866653,126.5274734
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48927307,126.526207
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48839188,126.5270615
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48913956,126.5259247
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48819733,126.5267639
가로등,도남동,제주특별자치도 제주시 도남동 755-2,33.48880005,126.5261765
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48799515,126.5263901
가로등,도남동,제주특별자치도 제주시 도남동 772-7,33.48847221,126.5264473
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48810196,126.5261765
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48841476,126.5259857
가로등,도남동,제주특별자치도 제주시 도남동 1074,33.48873138,126.5268631
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48865891,126.5258331
가로등,도남동,제주특별자치도 제주시 도남동 772-1,33.48895645,126.5272141
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.4888916,126.5256958
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48900223,126.5266647
가로등,도남동,제주특별자치도 제주시 도남동 1073,33.48758316,126.5247345
가로등,도남동,제주특별자치도 제주시 도남동 1071,33.48923111,126.5264587
가로등,도남동,제주특별자치도 제주시 도남동 749,33.48966599,126.5279465
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48947525,126.5226746
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48946381,126.5223541
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48945618,126.5218964
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48945999,126.5214539
가로등,도남동,제주특별자치도 제주시 도남동 703-8,33.48912811,126.5227051
가로등,도남동,제주특별자치도 제주시 도남동 730-4,33.48867798,126.5226974
가로등,도남동,제주특별자치도 제주시 도남동 732-4,33.48832321,126.5227127
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48814392,126.5225677
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48832703,126.5223389
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48876572,126.5223389
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48943329,126.5211487
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48854828,126.5225906
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48854828,126.5224457
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48854828,126.5221405
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48826599,126.5220413
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48815536,126.5220642
가로등,도남동,제주특별자치도 제주시 도남동 1066,33.48810577,126.5221863
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48903656,126.5226212
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.4890213,126.5222626
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48900986,126.5218582
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.4890213,126.5215073
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48916245,126.5213547
가로등,도남동,제주특별자치도 제주시 도남동 775,33.4890213,126.5210953
가로등,도남동,제주특별자치도 제주시 도남동 1053,33.48902512,126.5206985
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48903656,126.5203476
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48934937,126.5201569
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48910522,126.5201721
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48879623,126.5201721
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48851776,126.5201797
가로등,도남동,제주특별자치도 제주시 도남동 669-1,33.48822021,126.5201569
가로등,도남동,제주특별자치도 제주시 도남동 1052,33.48784256,126.5201721
가로등,도남동,제주특별자치도 제주시 도남동 669-2,33.48760605,126.5201645
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48957443,126.5219421
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48931885,126.5219421
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48910904,126.5219421
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48880768,126.522049
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48965454,126.5242996
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48936462,126.5243301
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48914719,126.5243225
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48903275,126.5242157
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48940277,126.5241165
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48947144,126.5238571
가로등,도남동,제주특별자치도 제주시 도남동 1062,33.48945999,126.5235062
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48902893,126.5238037
가로등,도남동,제주특별자치도 제주시 도남동 705-11,33.4890213,126.5234451
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.4890213,126.5229721
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48882675,126.5243225
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48851013,126.5243225
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48822784,126.5243225
가로등,도남동,제주특별자치도 제주시 도남동 737-1,33.48792648,126.5243073
가로등,도남동,제주특별자치도 제주시 도남동 1070,33.48765564,126.5243149
가로등,도남동,제주특별자치도 제주시 도남동 1063,33.48814392,126.5242386
가로등,도남동,제주특별자치도 제주시 도남동 694-1,33.48960495,126.5240173
가로등,도남동,제주특별자치도 제주시 도남동 684-4,33.48820496,126.5216293
가로등,도남동,제주특별자치도 제주시 도남동 687-4,33.48764801,126.521286
가로등,도남동,제주특별자치도 제주시 도남동 1054,33.48828506,126.5214539
가로등,도남동,제주특별자치도 제주시 도남동 1054,33.48855972,126.5211868
가로등,도남동,제주특별자치도 제주시 도남동 1054,33.48859024,126.5207138
가로등,도남동,제주특별자치도 제주시 도남동 685-1,33.4888649,126.5204544
가로등,도남동,제주특별자치도 제주시 도남동 685-2,33.48858261,126.520462
가로등,도남동,제주특별자치도 제주시 도남동 1053,33.48816299,126.520462
가로등,도남동,제주특별자치도 제주시 도남동 686-2,33.48777771,126.5204773
가로등,도남동,제주특별자치도 제주시 도남동 687-9,33.4876442,126.5203857
가로등,도남동,제주특별자치도 제주시 도남동 687-7,33.48765564,126.5207977
가로등,도남동,제주특별자치도 제주시 도남동 687-1,33.48766327,126.5218353
가로등,도남동,제주특별자치도 제주시 도남동 1054,33.48780823,126.5219345
가로등,도남동,제주특별자치도 제주시 도남동 1054,33.48801041,126.521759
가로등,도남동,제주특별자치도 제주시 도남동 688-2,33.48808289,126.5214005
가로등,도남동,제주특별자치도 제주시 도남동 688-4,33.4880867,126.5210342
가로등,도남동,제주특별자치도 제주시 도남동 688-6,33.4880867,126.5206833
가로등,도남동,제주특별자치도 제주시 도남동 686-1,33.48809052,126.5203629
가로등,봉개동,제주특별자치도 제주시 봉개동 1966-10,33.48880768,126.5926971
가로등,봉개동,제주특별자치도 제주시 봉개동 1966-1,33.48870468,126.5929184
가로등,봉개동,제주특별자치도 제주시 봉개동 2015-3,33.48853683,126.5932693
가로등,봉개동,제주특별자치도 제주시 봉개동 2736,33.48830795,126.5937653
가로등,봉개동,제주특별자치도 제주시 봉개동 2012,33.4880867,126.594223
가로등,봉개동,제주특별자치도 제주시 봉개동 2026-2,33.48779297,126.5948105
가로등,봉개동,제주특별자치도 제주시 봉개동 2032,33.48750687,126.5954056
가로등,봉개동,제주특별자치도 제주시 봉개동 2119,33.48529651,126.5937104
가로등,봉개동,제주특별자치도 제주시 봉개동 2118,33.48506166,126.5937529
가로등,봉개동,제주특별자치도 제주시 봉개동 2144,33.4848444,126.5940812
가로등,봉개동,제주특별자치도 제주시 봉개동 2118,33.48496237,126.593637
가로등,봉개동,제주특별자치도 제주시 봉개동 2120,33.48489325,126.5934497
가로등,봉개동,제주특별자치도 제주시 봉개동 2120,33.48461543,126.5933794
가로등,봉개동,제주특별자치도 제주시 봉개동 2144,33.48465411,126.5930828
가로등,봉개동,제주특별자치도 제주시 봉개동 2144,33.48463634,126.5928207
가로등,봉개동,제주특별자치도 제주시 봉개동 2132-2,33.48484669,126.5926963
가로등,봉개동,제주특별자치도 제주시 봉개동 2132-2,33.48510082,126.5925657
가로등,봉개동,제주특별자치도 제주시 봉개동 2130-3,33.48526886,126.5923244
가로등,봉개동,제주특별자치도 제주시 봉개동 2334-3,33.48539214,126.5920441
가로등,봉개동,제주특별자치도 제주시 봉개동 2334-3,33.48553332,126.5916693
가로등,봉개동,제주특별자치도 제주시 봉개동 2335-2,33.48570774,126.5913567
가로등,봉개동,제주특별자치도 제주시 봉개동 2318-2,33.48578895,126.5910998
가로등,봉개동,제주특별자치도 제주시 봉개동 2318-2,33.4857946,126.5908095
가로등,봉개동,제주특별자치도 제주시 봉개동 2318,33.48569429,126.5908976
가로등,봉개동,제주특별자치도 제주시 봉개동 2318,33.48561379,126.5912207
가로등,봉개동,제주특별자치도 제주시 봉개동 2318,33.48542689,126.5914848
가로등,봉개동,제주특별자치도 제주시 봉개동 2332,33.48531446,126.5917819
가로등,봉개동,제주특별자치도 제주시 봉개동 2332,33.48519484,126.5920684
가로등,봉개동,제주특별자치도 제주시 봉개동 2132,33.48507918,126.5923485
가로등,봉개동,제주특별자치도 제주시 봉개동 2157,33.48433187,126.5929121
가로등,봉개동,제주특별자치도 제주시 봉개동 2157,33.48412267,126.5929869
가로등,봉개동,제주특별자치도 제주시 봉개동 2144,33.48406974,126.5932635
가로등,봉개동,제주특별자치도 제주시 봉개동 2144,33.48412502,126.5935212
가로등,봉개동,제주특별자치도 제주시 봉개동 2149-10,33.48411792,126.5938229
가로등,봉개동,제주특별자치도 제주시 봉개동 2149-10,33.48396187,126.5941588
가로등,봉개동,제주특별자치도 제주시 봉개동 2150,33.48378535,126.5942651
가로등,봉개동,제주특별자치도 제주시 봉개동 2314-2,33.48642176,126.5898555
가로등,봉개동,제주특별자치도 제주시 봉개동 1979,33.48648358,126.5901457
가로등,봉개동,제주특별자치도 제주시 봉개동 2011-1,33.48659739,126.5904841
가로등,봉개동,제주특별자치도 제주시 봉개동 2011-1,33.48664322,126.5907098
가로등,봉개동,제주특별자치도 제주시 봉개동 2009,33.48672321,126.591043
가로등,봉개동,제주특별자치도 제주시 봉개동 2026,33.48680094,126.5913762
가로등,봉개동,제주특별자치도 제주시 봉개동 2026-5,33.48688982,126.5916717
가로등,봉개동,제주특별자치도 제주시 봉개동 1894,33.48699689,126.5920155
가로등,봉개동,제주특별자치도 제주시 봉개동 1894,33.48705641,126.5922923
가로등,봉개동,제주특별자치도 제주시 봉개동 1894,33.48714086,126.592612
가로등,봉개동,제주특별자치도 제주시 봉개동 1894,33.48723441,126.5929586
가로등,봉개동,제주특별자치도 제주시 봉개동 1894,33.48734409,126.5934127
가로등,봉개동,제주특별자치도 제주시 봉개동 2313-22,33.4862072,126.5897274
가로등,봉개동,제주특별자치도 제주시 봉개동 2314-5,33.48626241,126.5900634
가로등,봉개동,제주특별자치도 제주시 봉개동 2313-1,33.48632911,126.5904665
가로등,봉개동,제주특별자치도 제주시 봉개동 2315-12,33.48638854,126.5907164
가로등,봉개동,제주특별자치도 제주시 봉개동 2315-13,33.48646385,126.5909985
가로등,봉개동,제주특별자치도 제주시 봉개동 2343-4,33.48654831,126.5913209
가로등,봉개동,제주특별자치도 제주시 봉개동 2337,33.48665761,126.5916566
가로등,봉개동,제주특별자치도 제주시 봉개동 2736,33.48671023,126.5918931
가로등,봉개동,제주특별자치도 제주시 봉개동 1974-3,33.48680619,126.5922854
가로등,봉개동,제주특별자치도 제주시 봉개동 1975-2,33.48691303,126.5925593
가로등,봉개동,제주특별자치도 제주시 봉개동 1978,33.48700032,126.5930565
가로등,봉개동,제주특별자치도 제주시 봉개동 1980-4,33.48715725,126.5934862
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1158-93,33.51533127,126.5174408
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1158-40,33.51535797,126.5177536
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1158-89,33.5153923,126.5180435
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1158-88,33.51542664,126.51828
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1158-86,33.51545334,126.5185928
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1159-21,33.51548767,126.5189819
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1159-18,33.51550674,126.5192337
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51554108,126.5195236
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51557159,126.5197906
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.5155983,126.5201035
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51562119,126.5203476
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.5156517,126.520546
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51566696,126.520813
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51569366,126.5210266
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1116-5,33.51571655,126.5213013
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1113,33.51575851,126.5217133
가로등,삼도이동,제주특별자치도 제주시 삼도이동 1113,33.51578522,126.5220337
가로등,건입동,제주특별자치도 제주시 건입동 387-4,33.5161438,126.5471802
가로등,건입동,제주특별자치도 제주시 건입동 387-4,33.51605988,126.5467148
가로등,건입동,제주특별자치도 제주시 건입동 426,33.51597214,126.546257
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51589584,126.5457153
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51584244,126.5452042
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51580811,126.5446396
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51578903,126.5440826
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51581573,126.5435333
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51581955,126.5430908
가로등,건입동,제주특별자치도 제주시 건입동 1427-13,33.51581192,126.5425568
가로등,건입동,제주특별자치도 제주시 건입동 387-7,33.51869965,126.5472946
가로등,건입동,제주특별자치도 제주시 건입동 387-7,33.51845169,126.5470352
가로등,건입동,제주특별자치도 제주시 건입동 387-7,33.51798248,126.5468521
가로등,건입동,제주특별자치도 제주시 건입동 407-2,33.51730728,126.5470963
가로등,건입동,제주특별자치도 제주시 건입동 387-4,33.51694107,126.5472412
가로등,건입동,제주특별자치도 제주시 건입동 387-4,33.51649857,126.5474472
가로등,건입동,제주특별자치도 제주시 건입동 387-9,33.51629639,126.5475464
가로등,건입동,제주특별자치도 제주시 건입동 505-1,33.51595688,126.5476074
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51544189,126.5476151
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51493073,126.5476151
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51432419,126.5475769
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51381302,126.5475922
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.5137558,126.5476074
가로등,건입동,제주특별자치도 제주시 건입동 585-1,33.51325989,126.5476303
가로등,건입동,제주특별자치도 제주시 건입동 602-19,33.51254654,126.5476303
가로등,건입동,제주특별자치도 제주시 건입동 602-19,33.51241684,126.5477448
가로등,건입동,제주특별자치도 제주시 건입동 585-1,33.51294431,126.5477273
가로등,건입동,제주특별자치도 제주시 건입동 585-1,33.51350403,126.5477676
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51408768,126.5477295
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51467133,126.5477905
가로등,건입동,제주특별자치도 제주시 건입동 318-1,33.51521426,126.54778
가로등,건입동,제주특별자치도 제주시 건입동 505-1,33.51575181,126.5477745
가로등,아라일동,제주특별자치도 제주시 아라일동 1,33.46061707,126.563858
가로등,아라일동,제주특별자치도 제주시 아라일동 1,33.46093369,126.5641098
가로등,아라일동,제주특별자치도 제주시 아라일동 25-5,33.46120071,126.5643082
가로등,영평동,제주특별자치도 제주시 영평동 2797,33.46162796,126.5646439
가로등,영평동,제주특별자치도 제주시 영평동 2311-13,33.46185684,126.5648193
가로등,영평동,제주특별자치도 제주시 영평동 2311,33.4621315,126.5650558
가로등,영평동,제주특별자치도 제주시 영평동 2311,33.46242905,126.5653076
가로등,영평동,제주특별자치도 제주시 영평동 2311-7,33.4626503,126.5657501
가로등,아라이동,제주특별자치도 제주시 아라이동 30-2,33.46037674,126.5627518
가로등,아라이동,제주특별자치도 제주시 아라이동 30-2,33.46048139,126.5630672
가로등,아라이동,제주특별자치도 제주시 아라이동 30-2,33.46073151,126.5636978
가로등,아라이동,제주특별자치도 제주시 아라이동 25-4,33.46101761,126.5639496
가로등,아라이동,제주특별자치도 제주시 아라이동 25-4,33.46129608,126.5641785
가로등,영평동,제주특별자치도 제주시 영평동 2797,33.4617157,126.5644989
가로등,영평동,제주특별자치도 제주시 영평동 2311-15,33.46194077,126.5646744
가로등,영평동,제주특별자치도 제주시 영평동 2311-15,33.46222305,126.5649033
가로등,영평동,제주특별자치도 제주시 영평동 2311-6,33.46256691,126.5651517
가로등,건입동,제주특별자치도 제주시 건입동 1429-1,33.51629257,126.5304337
가로등,건입동,제주특별자치도 제주시 건입동 1429-1,33.51619339,126.530304
가로등,건입동,제주특별자치도 제주시 건입동 1172-1,33.51599121,126.5300369
가로등,건입동,제주특별자치도 제주시 건입동 1161-2,33.51585007,126.5298615
가로등,건입동,제주특별자치도 제주시 건입동 1151-1,33.51564026,126.5296478
가로등,건입동,제주특별자치도 제주시 건입동 1148-3,33.51546478,126.5294876
가로등,건입동,제주특별자치도 제주시 건입동 1148-3,33.51530075,126.5293427
가로등,건입동,제주특별자치도 제주시 건입동 1430,33.51510239,126.5291824
가로등,건입동,제주특별자치도 제주시 건입동 1430,33.51488113,126.529007
가로등,건입동,제주특별자치도 제주시 건입동 1493,33.51465988,126.5288315
가로등,일도일동,제주특별자치도 제주시 일도일동 1192-1,33.51448822,126.5287018
가로등,일도일동,제주특별자치도 제주시 일도일동 1196-1,33.51426697,126.5285339
가로등,일도일동,제주특별자치도 제주시 일도일동 1195-1,33.51409385,126.5283891
가로등,일도일동,제주특별자치도 제주시 일도일동 1146-22,33.51303864,126.5283432
가로등,일도일동,제주특별자치도 제주시 일도일동 1146-22,33.51312256,126.5281448
가로등,일도일동,제주특별자치도 제주시 일도일동 1146-22,33.51329422,126.5280609
가로등,일도일동,제주특별자치도 제주시 일도일동 1146-22,33.51349258,126.5279999
가로등,일도일동,제주특별자치도 제주시 일도일동 1201,33.51367188,126.5281754
가로등,일도일동,제주특별자치도 제주시 일도일동 1196,33.51387787,126.5284576
가로등,일도일동,제주특별자치도 제주시 일도일동 1491-1,33.51393106,126.5282568
가로등,일도일동,제주특별자치도 제주시 일도일동 1202-1,33.51378839,126.52808
가로등,일도일동,제주특별자치도 제주시 일도일동 1201-1,33.51365025,126.5279112
가로등,일도일동,제주특별자치도 제주시 일도일동 1146-22,33.51346289,126.5278369
가로등,일도일동,제주특별자치도 제주시 일도일동 1197-3,33.51411819,126.5286102
가로등,일도일동,제주특별자치도 제주시 일도일동 1185-12,33.51429367,126.5287476
가로등,일도일동,제주특별자치도 제주시 일도일동 1189-6,33.51449966,126.5288925
가로등,건입동,제주특별자치도 제주시 건입동 1136-2,33.51476669,126.5291061
가로등,건입동,제주특별자치도 제주시 건입동 1136-2,33.5149498,126.5292358
가로등,건입동,제주특별자치도 제주시 건입동 1427-1,33.51514435,126.5293808
가로등,건입동,제주특별자치도 제주시 건입동 1148-1,33.51534653,126.5295563
가로등,건입동,제주특별자치도 제주시 건입동 1148-1,33.51550293,126.5297089
가로등,건입동,제주특별자치도 제주시 건입동 1148-1,33.51568985,126.5298767
가로등,건입동,제주특별자치도 제주시 건입동 1148-1,33.51582718,126.5300293
가로등,건입동,제주특별자치도 제주시 건입동 1171-2,33.51599503,126.5302582
가로등,건입동,제주특별자치도 제주시 건입동 1175-1,33.51622772,126.5306244
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49511239,126.5408039
가로등,이도이동,제주특별자치도 제주시 이도이동 445-3,33.4957344,126.5407818
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49613435,126.5410487
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49644332,126.5410955
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49690993,126.5411065
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49742836,126.5411091
가로등,이도이동,제주특별자치도 제주시 이도이동 444-15,33.49787995,126.5413246
가로등,이도이동,제주특별자치도 제주시 이도이동 445-3,33.4982505,126.5415648
가로등,이도이동,제주특별자치도 제주시 이도이동 445-3,33.49961807,126.5433713
